mesa_number;tipo_ubicacion;circunscripcion_electoral;departamento;provincia;distrito;teh
498127;NACIONAL;LORETO;HUANCAVELICA;ACOBAMBA;ANTA;300
111044;NACIONAL;ANCASH;HUANCAVELICA;ACOBAMBA;ANTA;300
485486;NACIONAL;MOQUEGUA;HUANCAVELICA;ACOBAMBA;ANTA;300
146935;NACIONAL;LIMA METROPOLITANA;HUANCAVELICA;ACOBAMBA;ANTA;300
823029;NACIONAL;LIMA PROVINCIAS;HUANCAVELICA;ACOBAMBA;CAJA;300
467930;NACIONAL;CAJAMARCA;HUANCAVELICA;ACOBAMBA;MARCAS;300
185763;NACIONAL;CAJAMARCA;HUANCAVELICA;ACOBAMBA;MARCAS;300
348903;NACIONAL;MOQUEGUA;HUANCAVELICA;ACOBAMBA;MARCAS;300
196348;NACIONAL;AMAZONAS;HUANCAVELICA;ACOBAMBA;PAUCARA;300
541988;NACIONAL;HUANUCO;HUANCAVELICA;ACOBAMBA;PAUCARA;300
604735;NACIONAL;LAMBAYEQUE;HUANCAVELICA;ACOBAMBA;POMACOCHA;300
671546;NACIONAL;TUMBES;HUANCAVELICA;ACOBAMBA;POMACOCHA;300
566301;NACIONAL;AREQUIPA;HUANCAVELICA;ACOBAMBA;POMACOCHA;300
536727;NACIONAL;MOQUEGUA;HUANCAVELICA;ACOBAMBA;POMACOCHA;300
117821;NACIONAL;JUNIN;HUANCAVELICA;ACOBAMBA;POMACOCHA;300
433723;NACIONAL;UCAYALI;HUANCAVELICA;ACOBAMBA;POMACOCHA;300
558095;NACIONAL;MOQUEGUA;HUANCAVELICA;ACOBAMBA;ROSARIO;300
845540;NACIONAL;SAN MARTIN;HUANCAVELICA;ACOBAMBA;ROSARIO;300
803390;NACIONAL;HUANUCO;HUANCAVELICA;ACOBAMBA;ROSARIO;300
121848;NACIONAL;LORETO;HUANCAVELICA;ACOBAMBA;ROSARIO;300
394391;NACIONAL;MADRE DE DIOS;HUANCAVELICA;ACOBAMBA;ROSARIO;300
948434;NACIONAL;PUNO;HUANCAVELICA;ACOBAMBA;ROSARIO;300
767440;NACIONAL;ICA;HUANCAVELICA;ACOBAMBA;ROSARIO;300
347213;NACIONAL;MOQUEGUA;HUANCAVELICA;ANGARAES;LIRCAY;300
983845;NACIONAL;AREQUIPA;HUANCAVELICA;ANGARAES;LIRCAY;300
317660;NACIONAL;MOQUEGUA;HUANCAVELICA;ANGARAES;LIRCAY;300
182062;NACIONAL;APURIMAC;HUANCAVELICA;ANGARAES;LIRCAY;300
224871;NACIONAL;LAMBAYEQUE;HUANCAVELICA;ANGARAES;ANCHONGA;300
435871;NACIONAL;LIMA PROVINCIAS;HUANCAVELICA;ANGARAES;ANCHONGA;300
551175;NACIONAL;JUNIN;HUANCAVELICA;ANGARAES;CALLANMARCA;300
455137;NACIONAL;ANCASH;HUANCAVELICA;ANGARAES;CALLANMARCA;300
635901;NACIONAL;JUNIN;HUANCAVELICA;ANGARAES;CALLANMARCA;300
615901;NACIONAL;UCAYALI;HUANCAVELICA;ANGARAES;CALLANMARCA;300
893570;NACIONAL;PUNO;HUANCAVELICA;ANGARAES;CCOCHACCASA;300
186556;NACIONAL;LAMBAYEQUE;HUANCAVELICA;ANGARAES;CCOCHACCASA;300
517335;NACIONAL;CALLAO;HUANCAVELICA;ANGARAES;CCOCHACCASA;300
590808;NACIONAL;LA LIBERTAD;HUANCAVELICA;ANGARAES;CHINCHO;300
378306;NACIONAL;SAN MARTIN;HUANCAVELICA;ANGARAES;CHINCHO;300
100106;NACIONAL;LA LIBERTAD;HUANCAVELICA;ANGARAES;CHINCHO;300
496707;NACIONAL;HUANCAVELICA;HUANCAVELICA;ANGARAES;CHINCHO;300
198383;NACIONAL;HUANCAVELICA;HUANCAVELICA;ANGARAES;CONGALLA;300
200003;NACIONAL;CALLAO;HUANCAVELICA;ANGARAES;CONGALLA;300
467965;NACIONAL;MOQUEGUA;HUANCAVELICA;ANGARAES;CONGALLA;300
660086;NACIONAL;PUNO;HUANCAVELICA;ANGARAES;CONGALLA;300
642145;NACIONAL;UCAYALI;HUANCAVELICA;ANGARAES;CONGALLA;300
611862;NACIONAL;LAMBAYEQUE;HUANCAVELICA;ANGARAES;CONGALLA;300
151775;NACIONAL;HUANUCO;HUANCAVELICA;ANGARAES;CONGALLA;300
701429;NACIONAL;AMAZONAS;HUANCAVELICA;ANGARAES;HUANCA-HUANCA;300
502609;NACIONAL;SAN MARTIN;HUANCAVELICA;ANGARAES;HUANCA-HUANCA;300
217621;NACIONAL;AMAZONAS;HUANCAVELICA;ANGARAES;HUANCA-HUANCA;300
718065;NACIONAL;LAMBAYEQUE;HUANCAVELICA;ANGARAES;HUAYLLAY GRANDE;300
942391;NACIONAL;HUANUCO;HUANCAVELICA;ANGARAES;HUAYLLAY GRANDE;300
938361;NACIONAL;LIMA PROVINCIAS;HUANCAVELICA;ANGARAES;HUAYLLAY GRANDE;300
507539;NACIONAL;ICA;HUANCAVELICA;ANGARAES;HUAYLLAY GRANDE;300
106674;NACIONAL;HUANCAVELICA;HUANCAVELICA;ANGARAES;JULCAMARCA;300
703057;NACIONAL;SAN MARTIN;HUANCAVELICA;ANGARAES;SAN ANTONIO DE ANTAPARCO;300
778871;NACIONAL;HUANCAVELICA;HUANCAVELICA;ANGARAES;SANTO TOMAS DE PATA;300
201037;NACIONAL;AREQUIPA;HUANCAVELICA;ANGARAES;SANTO TOMAS DE PATA;300
872152;NACIONAL;MADRE DE DIOS;HUANCAVELICA;ANGARAES;SANTO TOMAS DE PATA;300
581060;NACIONAL;AMAZONAS;HUANCAVELICA;ANGARAES;SANTO TOMAS DE PATA;300
823662;NACIONAL;APURIMAC;HUANCAVELICA;ANGARAES;SANTO TOMAS DE PATA;300
969538;NACIONAL;LAMBAYEQUE;HUANCAVELICA;ANGARAES;SANTO TOMAS DE PATA;300
172393;NACIONAL;AREQUIPA;HUANCAVELICA;ANGARAES;SECCLLA;300
646676;NACIONAL;PUNO;HUANCAVELICA;ANGARAES;SECCLLA;300
313489;NACIONAL;TUMBES;HUANCAVELICA;ANGARAES;SECCLLA;300
873643;NACIONAL;ANCASH;HUANCAVELICA;ANGARAES;SECCLLA;300
956394;NACIONAL;AREQUIPA;HUANCAVELICA;ANGARAES;SECCLLA;300
403027;NACIONAL;LA LIBERTAD;HUANCAVELICA;CASTROVIRREYNA;CASTROVIRREYNA;300
461863;NACIONAL;PIURA;HUANCAVELICA;CASTROVIRREYNA;CASTROVIRREYNA;300
866786;NACIONAL;SAN MARTIN;HUANCAVELICA;CASTROVIRREYNA;CASTROVIRREYNA;300
917270;NACIONAL;CALLAO;HUANCAVELICA;CASTROVIRREYNA;CASTROVIRREYNA;300
710605;NACIONAL;AYACUCHO;HUANCAVELICA;CASTROVIRREYNA;CASTROVIRREYNA;300
243100;NACIONAL;TACNA;HUANCAVELICA;CASTROVIRREYNA;CASTROVIRREYNA;300
493707;NACIONAL;AYACUCHO;HUANCAVELICA;CASTROVIRREYNA;ARMA;300
141032;NACIONAL;ICA;HUANCAVELICA;CASTROVIRREYNA;ARMA;300
411974;NACIONAL;LAMBAYEQUE;HUANCAVELICA;CASTROVIRREYNA;ARMA;300
231775;NACIONAL;ANCASH;HUANCAVELICA;CASTROVIRREYNA;ARMA;300
299999;NACIONAL;LA LIBERTAD;HUANCAVELICA;CASTROVIRREYNA;ARMA;300
753111;NACIONAL;SAN MARTIN;HUANCAVELICA;CASTROVIRREYNA;ARMA;300
911881;NACIONAL;MADRE DE DIOS;HUANCAVELICA;CASTROVIRREYNA;ARMA;300
423756;NACIONAL;MADRE DE DIOS;HUANCAVELICA;CASTROVIRREYNA;AURAHUA;300
166030;NACIONAL;JUNIN;HUANCAVELICA;CASTROVIRREYNA;AURAHUA;300
733867;NACIONAL;LIMA METROPOLITANA;HUANCAVELICA;CASTROVIRREYNA;AURAHUA;300
589347;NACIONAL;MADRE DE DIOS;HUANCAVELICA;CASTROVIRREYNA;AURAHUA;300
287618;NACIONAL;AREQUIPA;HUANCAVELICA;CASTROVIRREYNA;CAPILLAS;300
771081;NACIONAL;CALLAO;HUANCAVELICA;CASTROVIRREYNA;CAPILLAS;300
426047;NACIONAL;PASCO;HUANCAVELICA;CASTROVIRREYNA;CHUPAMARCA;300
124285;NACIONAL;AYACUCHO;HUANCAVELICA;CASTROVIRREYNA;CHUPAMARCA;300
411335;NACIONAL;CAJAMARCA;HUANCAVELICA;CASTROVIRREYNA;CHUPAMARCA;300
412192;NACIONAL;PIURA;HUANCAVELICA;CASTROVIRREYNA;CHUPAMARCA;300
613090;NACIONAL;CAJAMARCA;HUANCAVELICA;CASTROVIRREYNA;CHUPAMARCA;300
773750;NACIONAL;CAJAMARCA;HUANCAVELICA;CASTROVIRREYNA;CHUPAMARCA;300
110301;NACIONAL;HUANCAVELICA;HUANCAVELICA;CASTROVIRREYNA;CHUPAMARCA;300
859867;NACIONAL;APURIMAC;HUANCAVELICA;CASTROVIRREYNA;COCAS;300
232007;NACIONAL;SAN MARTIN;HUANCAVELICA;CASTROVIRREYNA;COCAS;300
383765;NACIONAL;SAN MARTIN;HUANCAVELICA;CASTROVIRREYNA;COCAS;300
916325;NACIONAL;AMAZONAS;HUANCAVELICA;CASTROVIRREYNA;COCAS;300
931493;NACIONAL;HUANUCO;HUANCAVELICA;CASTROVIRREYNA;HUACHOS;300
971732;NACIONAL;PIURA;HUANCAVELICA;CASTROVIRREYNA;HUAMATAMBO;300
560919;NACIONAL;MADRE DE DIOS;HUANCAVELICA;CASTROVIRREYNA;HUAMATAMBO;300
305318;NACIONAL;JUNIN;HUANCAVELICA;CASTROVIRREYNA;HUAMATAMBO;300
199280;NACIONAL;CUSCO;HUANCAVELICA;CASTROVIRREYNA;HUAMATAMBO;300
937394;NACIONAL;AYACUCHO;HUANCAVELICA;CASTROVIRREYNA;HUAMATAMBO;300
438127;NACIONAL;LORETO;HUANCAVELICA;CASTROVIRREYNA;HUAMATAMBO;300
361366;NACIONAL;LA LIBERTAD;HUANCAVELICA;CASTROVIRREYNA;HUAMATAMBO;300
601582;NACIONAL;TUMBES;HUANCAVELICA;CASTROVIRREYNA;MOLLEPAMPA;300
655231;NACIONAL;UCAYALI;HUANCAVELICA;CASTROVIRREYNA;MOLLEPAMPA;300
310063;NACIONAL;TACNA;HUANCAVELICA;CASTROVIRREYNA;MOLLEPAMPA;300
885878;NACIONAL;LAMBAYEQUE;HUANCAVELICA;CASTROVIRREYNA;MOLLEPAMPA;300
732943;NACIONAL;PUNO;HUANCAVELICA;CASTROVIRREYNA;SAN JUAN;300
563624;NACIONAL;LAMBAYEQUE;HUANCAVELICA;CASTROVIRREYNA;SAN JUAN;300
539200;NACIONAL;TACNA;HUANCAVELICA;CASTROVIRREYNA;SAN JUAN;300
844038;NACIONAL;CUSCO;HUANCAVELICA;CASTROVIRREYNA;SAN JUAN;300
464569;NACIONAL;HUANUCO;HUANCAVELICA;CASTROVIRREYNA;SANTA ANA;300
570212;NACIONAL;PASCO;HUANCAVELICA;CASTROVIRREYNA;SANTA ANA;300
598993;NACIONAL;TACNA;HUANCAVELICA;CASTROVIRREYNA;SANTA ANA;300
524648;NACIONAL;LIMA METROPOLITANA;HUANCAVELICA;CASTROVIRREYNA;SANTA ANA;300
234498;NACIONAL;LORETO;HUANCAVELICA;CASTROVIRREYNA;SANTA ANA;300
389067;NACIONAL;APURIMAC;HUANCAVELICA;CASTROVIRREYNA;TANTARA;300
268258;NACIONAL;UCAYALI;HUANCAVELICA;CASTROVIRREYNA;TANTARA;300
609437;NACIONAL;AREQUIPA;HUANCAVELICA;CASTROVIRREYNA;TANTARA;300
442333;NACIONAL;ICA;HUANCAVELICA;CASTROVIRREYNA;TICRAPO;300
515882;NACIONAL;AYACUCHO;HUANCAVELICA;CASTROVIRREYNA;TICRAPO;300
876570;NACIONAL;ANCASH;HUANCAVELICA;CASTROVIRREYNA;TICRAPO;300
750740;NACIONAL;PIURA;HUANCAVELICA;CASTROVIRREYNA;TICRAPO;300
721772;NACIONAL;PIURA;HUANCAVELICA;CHURCAMPA;CHURCAMPA;300
463103;NACIONAL;CAJAMARCA;HUANCAVELICA;CHURCAMPA;CHURCAMPA;300
232599;NACIONAL;AYACUCHO;HUANCAVELICA;CHURCAMPA;CHURCAMPA;300
525842;NACIONAL;CALLAO;HUANCAVELICA;CHURCAMPA;CHURCAMPA;300
894473;NACIONAL;JUNIN;HUANCAVELICA;CHURCAMPA;CHURCAMPA;300
803536;NACIONAL;LIMA METROPOLITANA;HUANCAVELICA;CHURCAMPA;ANCO;300
207359;NACIONAL;SAN MARTIN;HUANCAVELICA;CHURCAMPA;ANCO;300
110302;NACIONAL;MADRE DE DIOS;HUANCAVELICA;CHURCAMPA;CHINCHIHUASI;300
338068;NACIONAL;AMAZONAS;HUANCAVELICA;CHURCAMPA;EL CARMEN;300
425655;NACIONAL;TUMBES;HUANCAVELICA;CHURCAMPA;EL CARMEN;300
832825;NACIONAL;LORETO;HUANCAVELICA;CHURCAMPA;EL CARMEN;300
217359;NACIONAL;PUNO;HUANCAVELICA;CHURCAMPA;EL CARMEN;300
155264;NACIONAL;PIURA;HUANCAVELICA;CHURCAMPA;LA MERCED;300
322495;NACIONAL;JUNIN;HUANCAVELICA;CHURCAMPA;LA MERCED;300
497602;NACIONAL;TUMBES;HUANCAVELICA;CHURCAMPA;LA MERCED;300
894786;NACIONAL;HUANUCO;HUANCAVELICA;CHURCAMPA;LOCROJA;300
821802;NACIONAL;PUNO;HUANCAVELICA;CHURCAMPA;LOCROJA;300
202819;NACIONAL;AYACUCHO;HUANCAVELICA;CHURCAMPA;LOCROJA;300
752408;NACIONAL;ANCASH;HUANCAVELICA;CHURCAMPA;LOCROJA;300
329200;NACIONAL;SAN MARTIN;HUANCAVELICA;CHURCAMPA;LOCROJA;300
745041;NACIONAL;AYACUCHO;HUANCAVELICA;CHURCAMPA;LOCROJA;300
549142;NACIONAL;PUNO;HUANCAVELICA;CHURCAMPA;LOCROJA;300
635651;NACIONAL;MADRE DE DIOS;HUANCAVELICA;CHURCAMPA;PAUCARBAMBA;300
661196;NACIONAL;MADRE DE DIOS;HUANCAVELICA;CHURCAMPA;PAUCARBAMBA;300
700824;NACIONAL;MOQUEGUA;HUANCAVELICA;CHURCAMPA;SAN MIGUEL DE MAYOCC;300
763142;NACIONAL;CUSCO;HUANCAVELICA;CHURCAMPA;SAN MIGUEL DE MAYOCC;300
969350;NACIONAL;LORETO;HUANCAVELICA;CHURCAMPA;SAN MIGUEL DE MAYOCC;300
169497;NACIONAL;LIMA PROVINCIAS;HUANCAVELICA;CHURCAMPA;SAN MIGUEL DE MAYOCC;300
761881;NACIONAL;APURIMAC;HUANCAVELICA;CHURCAMPA;SAN PEDRO DE CORIS;300
907726;NACIONAL;PIURA;HUANCAVELICA;CHURCAMPA;SAN PEDRO DE CORIS;300
690822;NACIONAL;LA LIBERTAD;HUANCAVELICA;CHURCAMPA;PACHAMARCA;300
971146;NACIONAL;LORETO;HUANCAVELICA;CHURCAMPA;PACHAMARCA;300
193242;NACIONAL;HUANUCO;HUANCAVELICA;CHURCAMPA;PACHAMARCA;300
960377;NACIONAL;LA LIBERTAD;HUANCAVELICA;CHURCAMPA;PACHAMARCA;300
914131;NACIONAL;HUANCAVELICA;HUANCAVELICA;CHURCAMPA;PACHAMARCA;300
976751;NACIONAL;AMAZONAS;HUANCAVELICA;CHURCAMPA;PACHAMARCA;300
726871;NACIONAL;AREQUIPA;HUANCAVELICA;CHURCAMPA;COSME;300
883531;NACIONAL;MOQUEGUA;HUANCAVELICA;CHURCAMPA;COSME;300
966182;NACIONAL;MOQUEGUA;HUANCAVELICA;CHURCAMPA;COSME;300
592251;NACIONAL;APURIMAC;HUANCAVELICA;CHURCAMPA;COSME;300
271328;NACIONAL;SAN MARTIN;HUANCAVELICA;CHURCAMPA;COSME;300
683346;NACIONAL;HUANUCO;HUANCAVELICA;HUAYTARA;HUAYTARA;300
993953;NACIONAL;TACNA;HUANCAVELICA;HUAYTARA;HUAYTARA;300
106325;NACIONAL;MOQUEGUA;HUANCAVELICA;HUAYTARA;HUAYTARA;300
260222;NACIONAL;MOQUEGUA;HUANCAVELICA;HUAYTARA;HUAYTARA;300
233425;NACIONAL;PASCO;HUANCAVELICA;HUAYTARA;HUAYTARA;300
879348;NACIONAL;ANCASH;HUANCAVELICA;HUAYTARA;AYAVI;300
639136;NACIONAL;CAJAMARCA;HUANCAVELICA;HUAYTARA;AYAVI;300
900174;NACIONAL;JUNIN;HUANCAVELICA;HUAYTARA;AYAVI;300
573029;NACIONAL;HUANUCO;HUANCAVELICA;HUAYTARA;AYAVI;300
110823;NACIONAL;UCAYALI;HUANCAVELICA;HUAYTARA;AYAVI;300
618776;NACIONAL;LIMA METROPOLITANA;HUANCAVELICA;HUAYTARA;AYAVI;300
795616;NACIONAL;AYACUCHO;HUANCAVELICA;HUAYTARA;CORDOVA;300
345203;NACIONAL;HUANCAVELICA;HUANCAVELICA;HUAYTARA;CORDOVA;300
673489;NACIONAL;CALLAO;HUANCAVELICA;HUAYTARA;HUAYACUNDO ARMA;300
938066;NACIONAL;JUNIN;HUANCAVELICA;HUAYTARA;LARAMARCA;300
576298;NACIONAL;JUNIN;HUANCAVELICA;HUAYTARA;LARAMARCA;300
666020;NACIONAL;AMAZONAS;HUANCAVELICA;HUAYTARA;LARAMARCA;300
172580;NACIONAL;TACNA;HUANCAVELICA;HUAYTARA;OCOYO;300
348112;NACIONAL;PUNO;HUANCAVELICA;HUAYTARA;OCOYO;300
537771;NACIONAL;LAMBAYEQUE;HUANCAVELICA;HUAYTARA;OCOYO;300
319309;NACIONAL;CUSCO;HUANCAVELICA;HUAYTARA;OCOYO;300
223915;NACIONAL;MADRE DE DIOS;HUANCAVELICA;HUAYTARA;OCOYO;300
934021;NACIONAL;LIMA METROPOLITANA;HUANCAVELICA;HUAYTARA;PILPICHACA;300
513597;NACIONAL;HUANCAVELICA;HUANCAVELICA;HUAYTARA;QUERCO;300
299393;NACIONAL;HUANCAVELICA;HUANCAVELICA;HUAYTARA;QUERCO;300
433534;NACIONAL;ICA;HUANCAVELICA;HUAYTARA;QUERCO;300
296036;NACIONAL;LA LIBERTAD;HUANCAVELICA;HUAYTARA;QUERCO;300
830765;NACIONAL;LIMA METROPOLITANA;HUANCAVELICA;HUAYTARA;QUITO-ARMA;300
253813;NACIONAL;AREQUIPA;HUANCAVELICA;HUAYTARA;QUITO-ARMA;300
377071;NACIONAL;LA LIBERTAD;HUANCAVELICA;HUAYTARA;QUITO-ARMA;300
986315;NACIONAL;HUANCAVELICA;HUANCAVELICA;HUAYTARA;QUITO-ARMA;300
343503;NACIONAL;MOQUEGUA;HUANCAVELICA;HUAYTARA;QUITO-ARMA;300
219065;NACIONAL;PIURA;HUANCAVELICA;HUAYTARA;SAN ANTONIO DE CUSICANCHA;300
247462;NACIONAL;JUNIN;HUANCAVELICA;HUAYTARA;SAN FRANCISCO DE SANGAYAICO;300
949323;NACIONAL;LORETO;HUANCAVELICA;HUAYTARA;SAN FRANCISCO DE SANGAYAICO;300
443446;NACIONAL;HUANCAVELICA;HUANCAVELICA;HUAYTARA;SAN FRANCISCO DE SANGAYAICO;300
546182;NACIONAL;MADRE DE DIOS;HUANCAVELICA;HUAYTARA;SAN ISIDRO;300
425830;NACIONAL;LA LIBERTAD;HUANCAVELICA;HUAYTARA;SAN ISIDRO;300
635614;NACIONAL;ANCASH;HUANCAVELICA;HUAYTARA;SAN ISIDRO;300
977789;NACIONAL;TUMBES;HUANCAVELICA;HUAYTARA;SAN ISIDRO;300
276077;NACIONAL;UCAYALI;HUANCAVELICA;HUAYTARA;SAN ISIDRO;300
434291;NACIONAL;HUANUCO;HUANCAVELICA;HUAYTARA;SAN ISIDRO;300
979637;NACIONAL;CAJAMARCA;HUANCAVELICA;HUAYTARA;SAN ISIDRO;300
442112;NACIONAL;JUNIN;HUANCAVELICA;HUAYTARA;SANTIAGO DE CHOCORVOS;300
831658;NACIONAL;AREQUIPA;HUANCAVELICA;HUAYTARA;SANTIAGO DE CHOCORVOS;300
893749;NACIONAL;LAMBAYEQUE;HUANCAVELICA;HUAYTARA;SANTIAGO DE CHOCORVOS;300
704978;NACIONAL;LA LIBERTAD;HUANCAVELICA;HUAYTARA;SANTIAGO DE CHOCORVOS;300
615429;NACIONAL;UCAYALI;HUANCAVELICA;HUAYTARA;SANTIAGO DE CHOCORVOS;300
929021;NACIONAL;HUANCAVELICA;HUANCAVELICA;HUAYTARA;SANTIAGO DE CHOCORVOS;300
485122;NACIONAL;HUANUCO;HUANCAVELICA;HUAYTARA;SANTIAGO DE CHOCORVOS;300
316387;NACIONAL;HUANCAVELICA;HUANCAVELICA;HUAYTARA;SANTIAGO DE QUIRAHUARA;300
624702;NACIONAL;JUNIN;HUANCAVELICA;HUAYTARA;SANTIAGO DE QUIRAHUARA;300
764055;NACIONAL;CUSCO;HUANCAVELICA;HUAYTARA;SANTIAGO DE QUIRAHUARA;300
836766;NACIONAL;LA LIBERTAD;HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;300
805636;NACIONAL;AYACUCHO;HUANCAVELICA;HUAYTARA;TAMBO;300
377952;NACIONAL;LAMBAYEQUE;HUANCAVELICA;HUAYTARA;TAMBO;300
847971;NACIONAL;LORETO;HUANCAVELICA;HUAYTARA;TAMBO;300
656279;NACIONAL;TUMBES;HUANCAVELICA;HUAYTARA;TAMBO;300
766303;NACIONAL;AMAZONAS;HUANCAVELICA;HUAYTARA;TAMBO;300
277238;NACIONAL;SAN MARTIN;HUANCAVELICA;HUAYTARA;TAMBO;300
734921;NACIONAL;ICA;HUANCAVELICA;HUAYTARA;TAMBO;300
370428;NACIONAL;AMAZONAS;HUANCAVELICA;TAYACAJA;PAMPAS;300
227429;NACIONAL;PIURA;HUANCAVELICA;TAYACAJA;PAMPAS;300
640578;NACIONAL;LIMA METROPOLITANA;HUANCAVELICA;TAYACAJA;ACOSTAMBO;300
152817;NACIONAL;LORETO;HUANCAVELICA;TAYACAJA;ACOSTAMBO;300
360773;NACIONAL;LORETO;HUANCAVELICA;TAYACAJA;ACRAQUIA;300
996129;NACIONAL;APURIMAC;HUANCAVELICA;TAYACAJA;ACRAQUIA;300
368216;NACIONAL;ANCASH;HUANCAVELICA;TAYACAJA;ACRAQUIA;300
473276;NACIONAL;PIURA;HUANCAVELICA;TAYACAJA;ACRAQUIA;300
783325;NACIONAL;AMAZONAS;HUANCAVELICA;TAYACAJA;ACRAQUIA;300
567508;NACIONAL;ICA;HUANCAVELICA;TAYACAJA;ACRAQUIA;300
939805;NACIONAL;PIURA;HUANCAVELICA;TAYACAJA;AHUAYCHA;300
383937;NACIONAL;LIMA PROVINCIAS;HUANCAVELICA;TAYACAJA;AHUAYCHA;300
576405;NACIONAL;MOQUEGUA;HUANCAVELICA;TAYACAJA;AHUAYCHA;300
587744;NACIONAL;LIMA PROVINCIAS;HUANCAVELICA;TAYACAJA;COLCABAMBA;300
328814;NACIONAL;LIMA PROVINCIAS;HUANCAVELICA;TAYACAJA;COLCABAMBA;300
762964;NACIONAL;HUANUCO;HUANCAVELICA;TAYACAJA;COLCABAMBA;300
555333;NACIONAL;HUANCAVELICA;HUANCAVELICA;TAYACAJA;DANIEL HERNANDEZ;300
220433;NACIONAL;ANCASH;HUANCAVELICA;TAYACAJA;DANIEL HERNANDEZ;300
282228;NACIONAL;TACNA;HUANCAVELICA;TAYACAJA;DANIEL HERNANDEZ;300
359415;NACIONAL;ICA;HUANCAVELICA;TAYACAJA;HUACHOCOLPA;300
836856;NACIONAL;CALLAO;HUANCAVELICA;TAYACAJA;HUACHOCOLPA;300
506329;NACIONAL;LORETO;HUANCAVELICA;TAYACAJA;HUACHOCOLPA;300
164632;NACIONAL;MADRE DE DIOS;HUANCAVELICA;TAYACAJA;HUACHOCOLPA;300
851257;NACIONAL;LA LIBERTAD;HUANCAVELICA;TAYACAJA;HUACHOCOLPA;300
979616;NACIONAL;CUSCO;HUANCAVELICA;TAYACAJA;HUACHOCOLPA;300
301842;NACIONAL;TACNA;HUANCAVELICA;TAYACAJA;HUARIBAMBA;300
672093;NACIONAL;LIMA METROPOLITANA;HUANCAVELICA;TAYACAJA;HUARIBAMBA;300
939440;NACIONAL;CUSCO;HUANCAVELICA;TAYACAJA;HUARIBAMBA;300
651417;NACIONAL;JUNIN;HUANCAVELICA;TAYACAJA;HUARIBAMBA;300
497687;NACIONAL;HUANUCO;HUANCAVELICA;TAYACAJA;HUARIBAMBA;300
670145;NACIONAL;TUMBES;HUANCAVELICA;TAYACAJA;HUARIBAMBA;300
390141;NACIONAL;ANCASH;HUANCAVELICA;TAYACAJA;HUARIBAMBA;300
501468;NACIONAL;LAMBAYEQUE;HUANCAVELICA;TAYACAJA;ÑAHUIMPUQUIO;300
203903;NACIONAL;HUANUCO;HUANCAVELICA;TAYACAJA;ÑAHUIMPUQUIO;300
492848;NACIONAL;HUANUCO;HUANCAVELICA;TAYACAJA;ÑAHUIMPUQUIO;300
345184;NACIONAL;PUNO;HUANCAVELICA;TAYACAJA;PAZOS;300
614192;NACIONAL;ANCASH;HUANCAVELICA;TAYACAJA;PAZOS;300
312887;NACIONAL;LIMA METROPOLITANA;HUANCAVELICA;TAYACAJA;PAZOS;300
619099;NACIONAL;AYACUCHO;HUANCAVELICA;TAYACAJA;PAZOS;300
105652;NACIONAL;UCAYALI;HUANCAVELICA;TAYACAJA;QUISHUAR;300
150663;NACIONAL;AYACUCHO;HUANCAVELICA;TAYACAJA;SALCABAMBA;300
740417;NACIONAL;LORETO;HUANCAVELICA;TAYACAJA;SALCABAMBA;300
707281;NACIONAL;HUANCAVELICA;HUANCAVELICA;TAYACAJA;SALCABAMBA;300
498268;NACIONAL;LAMBAYEQUE;HUANCAVELICA;TAYACAJA;SALCABAMBA;300
120035;NACIONAL;PUNO;HUANCAVELICA;TAYACAJA;SALCABAMBA;300
247948;NACIONAL;LIMA METROPOLITANA;HUANCAVELICA;TAYACAJA;SALCABAMBA;300
321916;NACIONAL;HUANCAVELICA;HUANCAVELICA;TAYACAJA;SALCAHUASI;300
968597;NACIONAL;LA LIBERTAD;HUANCAVELICA;TAYACAJA;SALCAHUASI;300
329642;NACIONAL;PIURA;HUANCAVELICA;TAYACAJA;SALCAHUASI;300
403232;NACIONAL;JUNIN;HUANCAVELICA;TAYACAJA;SALCAHUASI;300
250346;NACIONAL;PASCO;HUANCAVELICA;TAYACAJA;SALCAHUASI;300
924881;NACIONAL;APURIMAC;HUANCAVELICA;TAYACAJA;SALCAHUASI;300
793888;NACIONAL;PUNO;HUANCAVELICA;TAYACAJA;SALCAHUASI;300
864359;NACIONAL;PUNO;HUANCAVELICA;TAYACAJA;SAN MARCOS DE ROCCHAC;300
812949;NACIONAL;CAJAMARCA;HUANCAVELICA;TAYACAJA;SAN MARCOS DE ROCCHAC;300
374489;NACIONAL;UCAYALI;HUANCAVELICA;TAYACAJA;SURCUBAMBA;300
821386;NACIONAL;PIURA;HUANCAVELICA;TAYACAJA;TINTAY PUNCU;300
887077;NACIONAL;PUNO;HUANCAVELICA;TAYACAJA;TINTAY PUNCU;300
531874;NACIONAL;SAN MARTIN;HUANCAVELICA;TAYACAJA;TINTAY PUNCU;300
291724;NACIONAL;TACNA;HUANCAVELICA;TAYACAJA;TINTAY PUNCU;300
970819;NACIONAL;CAJAMARCA;HUANCAVELICA;TAYACAJA;TINTAY PUNCU;300
270754;NACIONAL;HUANUCO;HUANCAVELICA;TAYACAJA;TINTAY PUNCU;300
574465;NACIONAL;JUNIN;HUANCAVELICA;TAYACAJA;QUICHUAS;300
